-0.486644905,0.209165713,0.330515673,-0.604118855,0.446052651,-0.481334089,0.24000327,0.341237514,0.147356422,-0.515428488,-0.680842699,-0.346189714,-0.008508484,0.392952012,0.049362582,0.1321703,-0.664473279,0.9401551,1.88324783,-0.232978567,0.05521495,-0.003059035,-0.19012582,0.44090598,2.23791938,2.021216401,0.135207675,1.41181037,1.664393233,0.955844617,1.82934082,1.141414822,-0.080796755,0.94288244,0.638277724,0.644370923,1.50812086,1.416395313,1.565283703,-0.07215599,3.78375989,4.844649654,0.75218723,0.836544714,2.020655052,0.40860047,3.466666667,3.466666667,2.266666667,7,4.466666667,2.6,0.133333333,6.733333333,6,0.666666667,2.6,0.133333333,0.2,6.666666667,3.2,7,0.933333333,5.666666667,7,2.266666667,6.8,6.466666667,2.666666667,3.533333333,4.133333333,5.4,10.6,6.533333333,5.333333333,0.933333333,8.133333333,7.733333333,0.933333333,5.266666667,0.2,3.466666667,9.6,4.266666667,10.2,4.533333333,6.866666667,10.2,5.533333333,9.666666667,10,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.412349713,-0.020492703,-0.53440866,0.296437936,0.247052662,1.305335067,-0.106915448,0.274264571,-0.061704049,-0.218182528,-0.324059879,-0.712784182,-0.106478933,0.276357927,0.494340809,0.110874709,0.587460774,0.250706725,-0.142966308,0.086476616,0.176426939,-0.03717035,-0.102014714,0.966257271,2.009097299,0.247209716,4.514534924,1.011313439,2.100080847,0.323494509,1.690014503,0.298615802,0.890461123,0.960044338,-0.053913126,0.264738332,1.372900461,1.388707257,0.555516338,0.868612895,0.930492597,0.349558885,1.28774215,0.955429099,0.521419145,0.746432919,4.533333333,5.133333333,0.066666667,5.2,4.466666667,0.8,4.533333333,5.133333333,3.533333333,5.133333333,6.4,6.866666667,0.133333333,6.533333333,0.466666667,0.733333333,0.2,2.266666667,0.466666667,2.8,4.933333333,4.733333333,4.6,7.066666667,6.866666667,2.6,5.266666667,5.266666667,3.133333333,6.4,6.6,5.6,5.2,7.866666667,9.266666667,2.666666667,7.266666667,0.933333333,2.866666667,1.933333333,3.2,2.933333333,3.533333333,5,5.6,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.188128176,0.438448457,-0.809457323,-0.702199916,0.056178506,0.366569504,-0.019577538,0.249692649,0.059672825,-0.526664554,-0.69294511,0.508325855,-1.033933269,0.027439738,-0.417668935,-0.332907507,-0.906098422,-0.222977548,0.28167039,-0.247172111,-0.13120844,0.146283863,0.180319273,0.834062817,2.297713378,1.000423283,-0.189315633,0.464146998,3.940529229,0.741332757,1.388403732,0.658850571,0.014110309,1.492326547,2.234572707,0.962768944,1.018688203,0.844103423,0.726040069,0.354497532,0.714656509,2.595811069,0.554176257,1.018387593,0.636448548,0.73878844,3.333333333,1.933333333,2.933333333,1.2,0.333333333,7,1.866666667,6.933333333,1.866666667,0.333333333,2.4,6.4,4.066666667,0.2,4.866666667,3.2,3.266666667,2.8,2.066666667,4.333333333,3.666666667,0.733333333,1.466666667,5.8,4.266666667,3.133333333,3.466666667,3.4,8.133333333,2.866666667,10.33333333,2.333333333,4,2.8,8.6,6.2,2.466666667,6.666666667,3.466666667,3.533333333,4.533333333,4.333333333,4.666666667,4.466666667,1.4,1.866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.232510987,1.036478306,-0.873273193,0.863408385,0.370857032,0.464163257,0.058968931,0.581213193,-0.089079759,0.215550727,-0.365432285,-0.52908288,-0.763697529,1.000728825,0.018504657,-0.307877157,0.02157828,0.650382653,1.069756918,-0.792552732,0.283068901,-1.021002952,-0.013868322,0.455853287,1.728557697,1.310345301,1.945489128,1.01181433,3.204498204,0.623461693,1.722079142,0.496316345,0.773564664,2.708964459,0.1409643,-0.115731347,1.562813224,3.547349185,1.3611097,1.591034504,2.092474862,1.934258363,1.901126185,0.734474308,-0.294457478,0.402737775,6.066666667,0.933333333,4.733333333,6.4,0.333333333,4.6,2.6,4.333333333,2.6,5,5.6,2.733333333,3.733333333,0.933333333,5.2,4.533333333,6.266666667,0.466666667,0.866666667,3.333333333,5.333333333,6,3.6,6.2,1.2,4.8,7,0.466666667,4.733333333,2.666666667,5.266666667,3.066666667,5.333333333,6.466666667,2.8,4.733333333,1,6,4.666666667,7.2,0.733333333,1.666666667,4.133333333,5.866666667,6.066666667,4.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.536382192,3.528280254,-1.326760911,2.620220792,0.5700458,1.924840708,-0.204894228,1.211188511,-0.007695554,0.567523224,-0.596906739,0.761559796,-2.935460133,0.426288681,0.63508433,-0.405453256,0.031165382,-0.05176685,-1.329894461,-0.95064655,0.942982988,-0.015234228,0.845444633,3.809897925,5.673564564,0.036332151,9.461250321,1.359029996,3.051965881,0.681939856,2.948511554,0.858911251,2.419321766,1.526927769,4.529441933,-0.984149535,4.315780263,2.451712048,1.220929523,1.562189029,1.481353781,1.744929655,0.192550275,2.041436551,0.269157542,1.406245084,5.333333333,1.266666667,0.066666667,4.666666667,2,5.533333333,1.266666667,4.733333333,6.8,4.8,6.933333333,5.4,0.066666667,6.866666667,6.933333333,7,5.133333333,4.133333333,1.466666667,6.8,6.066666667,1.866666667,1.333333333,7.066666667,2.6,1.133333333,6.4,2.8,6.4,2.666666667,5.066666667,7.4,5.533333333,8,7,1.333333333,7,7.933333333,7.466666667,5.533333333,4.2,3.133333333,8.333333333,7.266666667,3.2,1.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.368944759,0.541642143,-0.332927093,0.045696493,0.372499014,0.116048528,-0.123515005,0.046862642,0.176051565,-0.161871933,0.027950285,0.013843095,-0.134122323,0.207276358,0.294378177,-0.026688908,0.05555885,0.510094005,0.353834873,-0.24825611,0.282827732,0.031525288,-0.090130624,0.038427392,0.992016369,1.994241805,0.292126453,0.74955059,0.538285792,0.266666548,0.285666799,1.082468611,0.246142712,1.569167508,0.390810063,2.243009441,0.786316441,0.640260779,0.369622833,0.631293329,1.198364123,1.27560467,0.968934055,0.57592275,1.169234067,0.172701367,0.066666667,3.466666667,6.866666667,0.066666667,3.733333333,0.933333333,4.466666667,0.733333333,4.8,2.466666667,5.533333333,0.066666667,6.666666667,3.666666667,3.733333333,4.066666667,2.533333333,1.6,6.066666667,4.4,1.6,4.533333333,1.066666667,0.133333333,9.333333333,11.8,0.4,6.4,1.6,8.733333333,1.8,7.866666667,5.4,7.733333333,0.8,10.26666667,5.133333333,9.333333333,7.733333333,5.6,3.933333333,8.333333333,11.33333333,2.733333333,10.8,2.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.875732363,-0.055464068,-0.514162749,0.360290809,-0.064337012,0.618706194,-0.08428436,0.153293793,-0.255585803,0.153509288,-0.874758664,-1.535307494,-0.753874723,0.01437476,-0.660901516,-0.614154181,-0.431396562,0.11217554,-0.291243759,0.282766715,0.227700454,-0.333032038,-0.100375171,-0.290528563,0.795471289,0.764168278,0.792918177,0.376116578,1.890300118,0.928358427,0.659796246,0.233754839,0.778618617,0.152312195,-0.605837303,0.507447808,0.520267815,0.288970803,0.184435894,1.177855228,2.249100899,0.747456564,1.148196594,0.75460416,0.428875832,0.365031154,2.533333333,0.4,0.066666667,1.466666667,0.6,0.2,0.066666667,1.333333333,3.266666667,0.333333333,0.066666667,0.066666667,5.2,1.266666667,0.466666667,0.066666667,5.8,3.866666667,0.6,0.466666667,0.866666667,5.266666667,6.866666667,2.6,0.6,0.333333333,1.6,3.533333333,2.666666667,2.6,1.666666667,4.2,3.466666667,0.466666667,0.2,7.866666667,3.133333333,3.733333333,0.266666667,8.533333333,5,4.333333333,1.2,1.733333333,8.133333333,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.004765512,-0.200808047,-0.612264796,0.007320617,-0.146182909,-0.064800163,-0.078426528,0.413376774,-0.040847813,0.03248729,-0.522006805,-0.114692022,-0.560858901,0.052907296,-0.421750851,-0.219930424,0.247818168,-0.199565814,0.029703593,-0.019662499,0.161439312,-0.075343208,0.140089908,1.122181626,0.145188516,1.632405475,0.45658572,0.788342552,1.309864667,0.713796496,0.709636989,0.308750413,0.394988769,0.656015214,1.470742711,0.478226291,0.432448237,0.396746183,0.178532505,1.2992721,0.805036093,0.474402806,0.517320304,0.671966323,1.121621444,0.547293439,4,0.466666667,4.133333333,1.2,3.133333333,2.933333333,5.533333333,0.8,5.933333333,5.133333333,2.2,3.133333333,6.133333333,3.8,1.666666667,1.733333333,5.066666667,2.666666667,0.4,4.133333333,5.466666667,6.266666667,5.933333333,4.4,1.266666667,6.666666667,1.6,3.8,3,7.066666667,1.133333333,7.4,6.466666667,3.533333333,4.4,7.533333333,5.066666667,4.133333333,2.933333333,7,3.933333333,1.533333333,6.8,7.866666667,9,6.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.57814188,1.035312082,-0.362424165,0.370296413,0.450121734,0.2124006,-0.041092494,0.407818506,-0.190132778,0.028522867,-0.209107138,0.37825853,-0.416055315,0.684108194,0.683939137,0.181057454,0.783800912,-0.354302727,0.662674986,-0.083724609,-0.084643668,-0.057884836,-0.1780317,1.083857448,1.468828985,0.594178667,0.675197446,1.271407313,0.623851581,0.343891493,1.106955633,0.407292615,0.585628722,0.754837177,1.123391348,0.195879255,1.137522738,1.247703255,0.590524697,1.249780822,1.49972068,0.990869599,1.793449499,0.304589001,0.296256827,0.363803494,1.933333333,1.2,3.8,6.933333333,5.933333333,1.466666667,3,6.866666667,4.466666667,3.733333333,3.466666667,3.066666667,2.133333333,2.466666667,0.333333333,1.466666667,0.2,6.8,1.733333333,6.866666667,6.8,0.2,5.266666667,3.6,2.933333333,5.266666667,11.13333333,10.73333333,1.533333333,7.466666667,10.2,7.2,8.2,3.8,4.8,2.466666667,3.666666667,0.6,2.4,0.533333333,11.13333333,1.933333333,11.73333333,11,3.333333333,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.100961226,0.663228357,-0.193609849,0.519501041,0.050490238,-0.245660834,-0.14954994,0.546648643,0.022059653,0.229745433,-0.34801058,-0.41457715,-0.954625386,0.005467377,0.097897996,-0.100905649,0.2714194,0.062591531,-0.041987345,-0.590591444,0.131926059,0.001799549,-0.017520831,3.586451635,1.622663803,0.433300242,6.749495845,1.670634017,1.430139309,0.412627968,1.978363824,0.35580049,1.22919673,0.420014262,4.524319212,-0.408914036,3.814834552,0.849888148,0.522928091,3.09243048,0.3266506,0.461550124,-0.142830421,1.453025119,0.192927402,0.548894022,7,3.066666667,1,6.8,4.133333333,4.533333333,0.4,3.4,1.933333333,5.533333333,2.066666667,7,0.266666667,6.866666667,5.866666667,5.466666667,6.933333333,0.8,0.333333333,0.266666667,6.933333333,1.8,6,7.133333333,3.2,1.133333333,6.933333333,4.266666667,4.666666667,0.533333333,3.533333333,2.066666667,5.666666667,2.2,7.133333333,0.4,7,6,5.6,7.066666667,0.933333333,0.466666667,0.4,7.066666667,1.933333333,6.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
