-0.107517918,0.012573838,-0.256608713,-0.040654444,-0.078204112,-0.191710139,-0.098010094,-0.111373253,-0.057246256,-0.11919028,-0.123621477,-0.463151483,-0.171172995,-0.070126486,0.198542409,0.140038108,0.249295041,0.220479067,0.287899277,0.40723718,0.173185812,0.269222758,0.261271066,0.196543733,0.129824522,0.137900368,-0.127685481,0.029301758,0.297877815,0.499060648,3.6,3.533333333,1.066666667,1.066666667,0.066666667,1.066666667,1.2,4.866666667,2,0.6,0.266666667,6.266666667,6.133333333,1.466666667,6.466666667,3.8,3.8,1.133333333,1.266666667,0.2,1.333333333,1.4,7.533333333,3.4,1.4,1.933333333,9,9.266666667,3.2,9.533333333,1
0.032777944,-0.256487733,-0.301477293,0.221001469,0.575803312,0.160828209,0.093156729,-0.655903603,-0.412569367,-0.28739363,0.189542448,-0.095604513,-0.083111668,-0.204296875,1.050174502,0.363654961,0.298767985,0.321318122,0.619521179,1.620033574,0.624077005,0.546141862,0.059702022,-0.037284352,0.397121316,0.842022216,0.301541026,0.239961265,0.222939613,2.983335562,0.266666667,2.733333333,0.8,0.866666667,1.333333333,0.866666667,1.133333333,4,0.066666667,0.133333333,2.933333333,4.6,2.133333333,0.466666667,5.466666667,1.2,5.4,1.333333333,1.133333333,5.133333333,0.933333333,2.533333333,7.8,2.666666667,1.066666667,3.266666667,8.533333333,8.6,1.866666667,9.466666667,1
0.182986604,-0.042161119,-0.101318272,-0.657633345,-0.283221461,-0.458012718,0.557998664,0.341584582,-0.005775213,0.045950348,-0.223927078,0.010277476,-0.156087194,-0.038050889,-0.446094339,0.424973094,0.246306571,0.236729293,-0.138771439,0.388571864,-0.19145772,0.880328668,0.925333974,0.16681592,0.274226334,0.039481684,0.470619615,0.101076095,0.216473356,-0.093216017,1.733333333,5.333333333,1,0.2,0.2,1.266666667,6.866666667,1.6,2.266666667,3,5.866666667,1.666666667,1,1.066666667,0.2,1.866666667,8.266666667,1.133333333,0.4,0.6,1.333333333,8.466666667,2.4,4.666666667,4.4,10.06666667,2.6,1.133333333,1.933333333,5.533333333,1
-0.025226503,0.081951987,0.270447688,0.016643101,-0.290453389,0.299665771,-0.131048099,-0.141906315,-0.025236881,-0.22956171,-0.130140195,0.412415245,0.255361964,0.12618711,1.190347711,0.407518411,0.519335997,0.609190189,0.892356152,0.297756435,0.999351435,0.256314813,0.575722168,0.375509015,0.276009969,0.391783321,1.460254012,0.968362049,0.442665615,3.026813885,5.533333333,6.6,6.733333333,0.8,0.066666667,6.666666667,4.4,5.866666667,4.866666667,1.066666667,2.333333333,5.6,5.533333333,3.133333333,5.533333333,6,7.066666667,7.8,2.266666667,0.733333333,8.2,5.8,6.2,5.933333333,2.6,2.533333333,6.333333333,6.4,4.533333333,6.466666667,1
0.037776292,0.114699272,0.141195752,-0.117154861,-0.096812075,-0.043872023,0.360572675,-0.532093902,0.007086318,-0.381649827,0.125650143,-0.692962637,-0.184608174,0.164942192,0.579869757,0.589847229,0.443293462,1.188142673,0.494306689,0.874163469,0.540427598,1.03695164,0.572442086,0.734156434,0.460849841,0.861962175,0.206496666,0.320453549,0.871852153,4.116567789,6,4.933333333,1,1.666666667,2.933333333,1.466666667,5.933333333,6.466666667,1.266666667,1.533333333,3.733333333,0.066666667,0.533333333,1.2,6.066666667,6.266666667,5.533333333,1.6,2.666666667,3.266666667,2.2,6.733333333,7.133333333,2.2,2.4,3.8,0.2,0.866666667,2.066666667,7,1
0.291774384,0.001257915,0.518253118,0.132611228,-0.211859682,-0.063654198,0.290125027,-0.782193947,0.20501894,0.573407391,-0.129093305,0.161229775,-0.24329697,0.390511111,-1.157795484,1.268726542,0.697816407,1.523170757,0.846817475,1.226670059,0.482799746,1.165378818,0.182351615,0.789995585,1.782720429,0.552658857,1.130582679,0.339937802,1.041124827,2.072117948,1,5.133333333,2.6,2.866666667,4.866666667,4,5.866666667,0.133333333,1.333333333,3.733333333,2.733333333,4.866666667,0.866666667,3.8,0.733333333,2.333333333,6.866666667,7.6,5.333333333,9.133333333,4.2,11.53333333,4.6,7.333333333,7.133333333,4.2,9.4,5.8,7.066666667,0.8,1
-1.086960118,-0.042679337,1.381791117,0.07762196,0.461931625,-0.164011733,0.725444364,-0.726365963,1.047295702,-0.490054086,-0.175232,0.495390574,-0.132785244,-0.152229041,-2.330361019,1.570589054,0.841183249,2.923541222,1.660551979,2.754757898,1.152923564,1.572437357,2.375660392,2.040502297,1.433132631,0.710246061,1.958313521,1.128488975,1.243147491,3.977171176,1.066666667,1.533333333,5,1.466666667,4.6,0.066666667,5.666666667,4.8,1.866666667,0.666666667,6,6.733333333,5.266666667,1.066666667,4.8,1.266666667,2.466666667,10.13333333,2.333333333,9,0.533333333,10.13333333,9,3.466666667,1.066666667,7.266666667,10.6,8.333333333,1.533333333,9.133333333,1
0.1687982,-0.141131435,0.082111768,-0.020008524,0.179341651,0.04124111,-0.005019449,1.231668547,0.426895,-0.036165215,-0.384941425,0.168198591,0.000378459,-0.071293642,-1.880252162,1.088408017,0.308105399,0.707288614,0.343102105,1.920611316,0.453803926,0.405571728,3.673401197,1.065647541,0.526826358,0.181338938,0.758627117,0.667589487,0.405324645,0.204164971,1.933333333,0.933333333,3.666666667,1,5,2.6,5,3,3.933333333,2.866666667,0.533333333,0.4,6,3.8,0.4,5,3.733333333,4.8,5.8,9.866666667,6.6,9.533333333,5.4,7.866666667,3.266666667,1.266666667,4.133333333,8.666666667,4.933333333,5.533333333,1
-0.112638473,-0.365834813,-0.207719924,-0.397829422,0.00180141,0.095164335,-0.055995875,-0.881068255,-0.263275867,-0.104436866,0.079015453,0.119927117,-0.011765692,-0.15086634,0.564986647,0.424220526,0.121957554,0.283152446,0.063396257,0.5331227,0.701039672,0.404977801,0.214066504,0.502794641,0.619289187,0.619299033,0.632081606,0.581940192,0.281496645,1.590682959,3.333333333,0.466666667,1.266666667,0.266666667,4.733333333,3.333333333,4.666666667,5.866666667,0.133333333,1,5.533333333,3.533333333,6.066666667,3.6,3.266666667,4.666666667,4.133333333,2.8,1.666666667,7,6.8,5.933333333,8.333333333,1.466666667,2.4,9.2,7.066666667,8.466666667,4.133333333,3.466666667,1
-0.108423912,-0.045761498,-0.797833658,-0.558345288,0.442682599,0.096445002,-0.280423457,0.031782491,-0.233341577,-0.665586934,0.371714672,-0.315619572,-0.175767225,-0.164183826,0.048604271,0.722842216,0.814049783,0.00036204,0.051622401,1.61407284,0.677305324,0.299556858,2.492715127,0.227170219,0.214678787,0.963838665,0.304479975,0.565380486,0.575003916,1.131609537,0.2,5.733333333,1.333333333,0.333333333,4.4,2.866666667,0.733333333,5.6,6.4,0.466666667,6,3,0.6,0.2,0.133333333,1.533333333,11.8,2.533333333,0.533333333,8.533333333,8.466666667,1.2,11.93333333,9,0.533333333,6.866666667,5.133333333,0.733333333,1.2,1.333333333,1
