-0.282239829,-0.01948873,-0.084496711,-0.26501277,-0.531769142,-0.271307501,-0.012457288,-0.283073134,-0.339867283,-0.45109312,-0.461440556,-0.519199048,-0.348644377,-0.118198882,-0.057435775,0.164471826,0.240511433,0.031336699,-0.055900825,0.084449666,0.339356394,0.243129998,2.576499183,-0.135088061,-0.205319647,1.045055396,0.399190286,0.288018456,0.666666667,1.866666667,1.266666667,0.866666667,0.066666667,1.133333333,0.066666667,0.466666667,4.6,3.466666667,1.333333333,4.866666667,0.666666667,3.533333333,0.733333333,8.133333333,1.533333333,1,0.133333333,1.466666667,0.4,1.466666667,9.133333333,6.333333333,2.066666667,7.266666667,0.733333333,6.733333333,1
0.190997895,-0.703220229,0.114513489,0.798994023,-0.077020251,1.090796541,0.451406282,-0.672075178,-3.126630831,-0.474594219,0.152385024,-0.253964045,1.300360008,-0.350824123,1.179193156,0.646927913,1.662318323,1.6353813,0.611963827,2.135495498,1.754152534,0.647397303,-0.307231662,1.157579906,1.083766897,5.039352446,7.652361276,1.496958541,3.866666667,3.466666667,3.8,0.733333333,0.4,3.066666667,3.666666667,0.2,0.066666667,3.8,6.6,2.6,4.933333333,3.6,5.133333333,3.733333333,4.733333333,2.866666667,1.066666667,3.733333333,4.933333333,1.2,3.066666667,6.866666667,7.6,3.266666667,7.133333333,5.866666667,1
-0.119517504,0.107621018,0.003439652,-0.31731279,-0.042532745,-0.328003308,-0.469535565,-0.15487403,0.800984117,-0.566304232,0.099928553,-0.85691958,-0.867766506,-0.467279142,0.525085287,0.861201767,1.168739646,1.393468091,0.945572632,1.182968875,0.543289781,0.729788831,2.934371491,1.927343567,1.556687426,1.738607396,2.226670717,0.565674164,4,0.4,6.133333333,4.266666667,3.8,2.733333333,5.4,4.866666667,0.6,4.133333333,1.933333333,4.266666667,4.466666667,5.6,4.266666667,1.666666667,6.2,4.733333333,3.866666667,2.866666667,7.066666667,5.866666667,0.733333333,4.666666667,3.133333333,4.733333333,6.866666667,8.333333333,1
0.114307941,0.030535322,0.305510932,0.01882854,-0.079079987,-0.653234691,-0.019953436,-0.002612119,-1.138063553,-0.841890541,-0.134307097,-0.762808715,1.156266834,-0.335446345,1.570350053,5.558277825,1.424368402,2.226618978,2.144467014,2.737242891,3.772565816,2.110596109,1.617702543,0.661414997,2.799394423,3.942346972,5.32382374,2.052416996,6.466666667,4.133333333,5.8,5.6,3.533333333,5.666666667,6.133333333,0.533333333,3.133333333,0.933333333,0.066666667,4.733333333,6,6.266666667,7,4.733333333,6.4,6.133333333,3.6,6,6.533333333,1.066666667,3.4,1.133333333,0.6,5.2,6.333333333,6.533333333,1
0.82305911,-0.432542238,0.962051683,1.389490361,0.156774935,2.128569499,0.115397018,0.213908442,-2.412846907,-0.122982927,0.794706831,0.380083525,4.673435951,0.443360958,2.39717915,3.181833927,2.54673013,2.63927825,1.41839401,3.529715569,1.041159568,1.741604656,5.504278009,5.674964555,3.45797227,3.536121982,6.485419617,2.162839335,0.333333333,6.266666667,0.866666667,0.2,2.266666667,0.533333333,1,5.4,4.533333333,4.6,4.4,4.533333333,1.733333333,4.466666667,1.133333333,10.2,3,1.6,5.466666667,1.866666667,2.6,7.733333333,8.733333333,10.46666667,9.4,9.333333333,7,6.133333333,1
0.171746051,0.739405763,-0.336647919,-0.283821887,-0.126502225,0.244445814,-0.524692047,0.191289816,0.734475309,-0.091647764,-0.186489701,-0.527993707,-1.031236113,0.050445658,1.352660686,2.449987163,1.162262736,1.609306295,1.855588852,1.820894751,0.807217456,1.452883228,5.871158816,1.627532247,2.322005196,4.268417069,0.657475348,2.033981114,1.6,0.066666667,5.4,3.2,6.933333333,2.133333333,4.333333333,7,0.133333333,6.866666667,3.866666667,5,0.2,4.2,3.066666667,3.533333333,8.133333333,4.8,12.4,4,6.266666667,11.46666667,5.533333333,12,6.933333333,8.733333333,2,8.733333333,1
-0.132604429,0.620995241,-0.084772458,-0.530883967,-0.224053038,-0.280246395,-0.134197953,0.138838181,-0.523859573,0.212088573,-0.024128213,0.868914071,-0.583986785,0.180106377,0.442357688,1.591620948,0.470049049,0.026620367,0.894710405,0.299552493,1.013658406,1.016171576,1.658933567,1.0213158,0.791267913,2.169698197,0.253261953,1.048969466,3.733333333,0.533333333,3.666666667,0.8,6.466666667,3,5.866666667,6.133333333,5.866666667,6.4,0.133333333,0.066666667,2.333333333,6.533333333,4.266666667,1.866666667,4.533333333,3.266666667,9.4,3.4,8.866666667,9.266666667,7.933333333,8.133333333,1.8,0.266666667,2.533333333,8.733333333,1
0.116730816,-0.259632811,-0.125564248,0.118078338,-0.31529467,0.030324073,0.991264094,-0.089067215,-0.236772338,0.206887788,-0.086559764,0.233115245,0.895164528,-0.495565849,1.552908166,0.826633756,0.697613341,1.43300048,1.305636941,2.346502073,2.91729226,0.559005947,3.403358593,1.787226371,1.039337953,1.577485784,2.989297919,1.442727619,5.8,2.733333333,6.733333333,6.8,4.333333333,6.8,0.133333333,0.333333333,3.733333333,4.333333333,5.8,4,6.733333333,5.466666667,5.933333333,3.4,7.8,6.933333333,5.266666667,7.066666667,0.266666667,0.4,4.6,4.8,6.933333333,4.8,6.866666667,5.666666667,1
-0.123083286,-0.272136869,-0.168104927,-0.33168701,-0.056816129,-0.229393307,-0.21812603,0.000444924,-1.143096251,-0.263191627,0.119240872,-0.096197484,-0.53847986,-0.009366901,0.50286237,1.745862796,0.746443169,1.134601947,0.612380979,0.546595319,0.342059149,0.878995591,1.170769323,0.899897604,0.895112922,1.806428977,1.286056926,0.835407817,5.266666667,5,3.866666667,6.866666667,2.866666667,7,0.333333333,6.466666667,4.866666667,5.933333333,5.8,6.666666667,3.333333333,5.8,7.066666667,6,5.133333333,8.466666667,3.066666667,8.266666667,2,7.8,5.733333333,7.333333333,6.933333333,8.066666667,4.8,6.8,1
-0.519905431,-0.054112117,-0.74983465,-0.989779917,0.063033481,-0.586576074,-0.254969689,-0.702185296,-0.431305084,-0.352489843,-0.514121089,0.331609906,-1.236190258,-0.374629027,0.682161019,2.859242171,0.606564663,0.6830367,1.142845875,1.309254723,2.159760638,0.439903996,5.637874905,6.651492866,1.470372435,9.948719842,0.708508375,2.969546107,1.466666667,5.266666667,0.066666667,0.066666667,6.466666667,6.866666667,6.533333333,6.866666667,4.533333333,5.866666667,6,6.4,0.266666667,5.933333333,5.733333333,8,0.133333333,2.666666667,10.93333333,12.4,6.733333333,11.86666667,9.4,10.93333333,10.73333333,11.73333333,2.133333333,10.2,1
