0,181.5635,68.11227,-83.82655,77.69958,267.5159,135.435,6.794749,-18.49752,209.7287,131.8836,384.2975,323.2911,186.2175,-2.151701,14.84059,-85.09872,267.5414,761.2519,-254.4473,87.61305,168.2625
0.066627,168.3626,64.74031,-88.68044,54.62796,269.6646,139.5167,8.88535,-30.67123,212.3877,139.3909,352.6008,283.2809,154.7746,-17.89098,24.92858,-72.40837,242.93,773.8068,-261.0664,115.0238,131.9222
0.133254,154.6983,71.58745,-79.87908,45.78472,243.0941,128.4193,25.70041,-44.35178,208.1236,152.1982,345.8604,304.4962,169.5415,11.67554,9.46905,-100.9452,242.4321,744.0764,-297.5042,121.9853,122.0382
0.199881,184.5512,59.25329,-58.21068,45.44129,273.4058,142.9562,54.17644,-40.59361,205.1596,162.2237,312.8272,291.6324,159.117,12.87651,18.95197,-96.10225,233.1543,719.1578,-300.8953,118.1416,161.1725
0.266508,194.3093,75.8035,-73.20457,44.8397,257.8283,132.7144,64.09022,-18.05307,222.1537,144.7122,294.5249,273.9374,147.8536,14.39098,29.07776,-119.7523,185.159,714.8266,-302.1977,116.6898,124.1549
0.333135,177.5167,75.07843,-68.06084,27.44112,221.6806,146.3062,70.00188,-34.68009,212.8122,123.6513,273.2346,271.1431,145.8934,40.60153,35.0732,-119.7,198.555,715.3454,-317.9128,121.0686,143.0829
0.399762,169.3246,72.51149,-69.21336,12.05337,252.8929,124.872,71.11788,-24.71879,223.6657,89.40785,273.0688,259.6457,132.035,11.01229,31.73262,-141.0847,225.3859,697.4937,-298.4708,139.251,125.1551
0.466389,167.5397,41.89182,-52.02094,30.74907,229.33,141.4128,59.61213,-23.9011,208.7413,125.044,263.5244,295.2845,130.7671,22.85604,17.98063,-152.1004,201.7487,735.6552,-309.6082,129.5343,130.4712
0.533016,160.963,62.2627,-69.63032,15.71357,229.5822,159.0948,57.17538,-22.11622,197.5425,87.4063,282.2997,261.9761,132.8367,-2.908771,52.82012,-136.9178,182.1757,690.6465,-311.2206,119.2073,116.639
0.599643,147.6876,65.14259,-69.99689,9.51179,205.3209,144.0196,57.13447,-33.17158,183.3754,94.371,242.7437,280.1718,120.6253,-1.936481,58.84257,-145.1132,198.1219,683.2722,-308.8895,136.0584,122.3237
0.66627,163.1537,43.96448,-77.57064,26.50518,203.9104,133.6432,68.60532,-49.23417,193.5852,95.88335,266.1819,282.5388,107.1633,-11.73704,43.9767,-166.7322,199.7161,680.5549,-324.4128,123.9439,124.1501
0.732897,144.3178,23.25439,-77.84402,24.94987,170.6162,157.9454,96.59783,-2.866426,173.3717,103.1656,251.1675,266.7624,111.47,-11.6186,52.08297,-176.0115,203.6091,665.9747,-333.0713,130.2693,82.91161
0.799524,129.9264,33.55501,-83.07066,-6.139526,179.7395,135.332,132.7893,-10.74483,162.9037,99.32453,234.3038,256.3865,113.4212,36.12605,54.37678,-157.7214,213.6912,638.7706,-345.3608,166.9341,97.28217
0.866151,162.1291,51.25777,-70.60084,8.860443,229.946,185.3417,119.8288,-23.4677,216.4319,125.086,237.6482,287.265,95.48635,49.76221,52.4132,-127.9285,184.0101,670.7741,-331.9089,134.6992,109.6636
0.932778,159.9449,48.37921,-81.61939,-0.4056848,225.274,194.1578,116.7817,-22.61138,248.9754,121.2194,264.04,275.2811,92.35106,44.64307,72.04459,-133.1638,208.0486,683.5945,-317.0012,144.723,93.91313
0.999405,156.1472,52.94639,-76.32993,-0.1881634,209.9872,185.6809,116.9517,-15.31856,215.6497,132.0208,254.4021,286.4177,104.2039,24.73849,44.25476,-132.4878,197.8022,663.7412,-346.9395,140.6367,97.55827
1.066032,134.1391,57.52409,-96.11263,4.574828,185.6035,150.7247,122.5499,-10.87804,219.744,121.0218,227.2419,297.8328,112.4623,27.97205,77.7491,-154.2743,191.0267,662.0983,-312.2075,149.2496,106.8892
1.132659,112.3547,57.30412,-67.4197,-0.1857417,190.164,193.0395,112.9051,-21.31022,214.0856,103.5438,230.7204,296.4424,91.74664,17.58293,65.45668,-152.1759,174.9282,645.9408,-342.2412,138.4161,84.60361
1.199286,135.9235,43.76844,-87.10078,-32.79564,207.9891,170.9294,121.695,-33.77069,188.1551,103.6841,229.8932,278.5582,81.42648,18.26718,65.73227,-115.7309,153.6828,634.8837,-348.6321,136.8778,90.41791
1.265913,105.4725,28.16714,-73.67969,-24.73608,201.0676,188.8491,118.3246,-20.01368,179.9773,77.9565,217.5096,275.9801,80.42014,13.57519,65.9746,-136.6,145.1744,617.8693,-351.6734,150.8193,95.06124
1.33254,114.6967,41.75757,-83.58224,-24.70412,183.0623,190.4292,130.2873,-12.30567,169.8422,87.95759,204.5051,279.0679,62.06357,21.96727,90.10587,-142.996,151.4199,640.0626,-351.5054,143.9522,116.6804
1.399167,118.0661,32.43125,-73.61134,-38.65963,179.4916,207.7172,110.3089,-41.68098,166.9384,87.64976,188.6476,277.7385,79.76013,17.61287,102.4076,-128.0479,136.6406,623.6586,-341.6134,147.5962,124.4615
1.465794,130.9063,39.65018,-94.56647,-27.03802,177.0208,191.7909,116.8449,-17.10104,178.0475,79.97865,188.1559,290.867,97.60403,6.861009,105.4252,-131.7182,142.2951,636.8595,-336.8839,110.9012,117.7282
1.532421,111.616,73.40359,-54.32929,62.65739,234.3117,155.1033,114.4375,-17.90699,184.4776,98.57544,284.6293,275.4921,127.0722,-6.120699,95.39889,-132.2998,199.1055,665.1895,-331.6523,133.1142,148.0644
1.599048,133.8165,75.27733,-68.78905,89.80804,325.0619,148.7081,101.6923,-42.42944,182.8702,89.95264,291.3954,263.8729,147.2706,6.165924,71.37019,-154.7488,213.1118,647.4039,-346.8895,150.1723,147.8115
1.665675,113.5157,65.27313,-82.36362,89.09583,322.2437,155.8874,73.08655,-39.2398,196.7325,101.8487,270.9721,271.4767,163.4943,12.42946,66.39934,-134.1252,201.9728,632.1207,-354.4743,130.0445,152.01
1.732302,112.8756,46.78463,-72.74806,53.49791,285.3368,172.4383,80.88373,-34.98753,194.2961,88.0395,262.3703,272.3496,152.7292,10.80087,87.26639,-128.0458,208.9998,633.0797,-353.7236,120.3976,124.1938
1.798929,93.91338,73.59423,-60.56528,75.99935,253.9248,158.6445,76.43091,-22.48064,174.7592,77.02792,275.316,274.6318,140.2691,13.71691,69.11064,-151.7705,213.3039,635.3835,-333.4325,113.0279,122.8333
1.865556,77.37589,44.53378,-70.74921,73.03835,248.627,145.472,81.8584,-32.4164,179.0559,83.3397,262.1942,233.0096,153.8268,0.1867204,82.24747,-140.4252,221.5883,614.3362,-341.4535,115.5385,143.6854
1.932183,54.71051,50.71442,-75.05714,45.66453,252.9226,165.467,77.77717,-29.42275,167.0285,92.67251,257.1355,269.7119,152.7455,-6.291444,81.03307,-157.2887,223.1012,611.3039,-352.2832,104.2322,136.1322
1.99881,74.57606,59.43115,-50.45314,44.94629,234.7109,140.3516,85.10108,-23.68883,157.9964,87.51879,264.4716,266.6075,146.6673,8.53288,79.03824,-136.8952,204.9933,612.7747,-349.2627,125.1434,113.72
2.065437,76.50864,55.4227,-71.70451,40.94127,241.8461,187.5056,106.0442,-36.23956,153.8045,70.68189,263.8338,255.907,112.0901,-22.36096,79.34563,-145.6952,202.6949,642.7612,-357.6173,111.2429,134.1659
2.132064,90.68219,36.82189,-88.12929,63.45499,231.5676,168.5737,136.2328,-31.00057,163.1927,86.87804,237.0054,260.5221,118.7124,-21.04012,64.89709,-154.1954,187.6331,651.8816,-352.2097,109.0349,129.8827
2.198691,69.72936,42.21848,-87.10987,57.73339,217.278,179.6322,151.8905,-27.70931,156.8695,70.38458,253.6358,266.0348,109.2877,-19.25103,78.07346,-150.1157,205.5275,640.1977,-356.8867,107.9674,121.7803
2.265318,53.75202,30.51602,-60.99933,74.7854,204.8223,192.7533,131.6764,-34.28831,140.6106,57.72665,276.8186,266.7793,130.4508,-1.891,58.60728,-158.0775,168.3796,633.1252,-350.2151,115.0848,132.9372
2.331945,70.0431,19.85511,-39.36042,149.9627,275.2909,128.9674,117.1096,18.2859,157.5258,68.70444,363.4593,256.2282,168.2006,-0.5538117,36.79353,-153.5835,212.8233,637.3225,-341.6487,143.7341,116.891
2.398572,58.7537,20.13301,-29.8558,154.0595,302.7718,139.2178,125.7045,4.793883,171.3307,74.16386,378.9677,246.8831,162.2003,0.8996469,9.065546,-156.483,224.7384,647.198,-347.8299,130.2426,118.5587
2.465199,81.26125,37.47003,-14.97435,134.1963,269.7631,125.263,111.3461,-5.027392,183.4675,66.63684,382.72,245.8415,152.1737,-10.88248,41.45692,-138.9668,224.6179,680.136,-326.5339,137.517,122.1201
2.531826,74.11557,52.27974,-33.44915,107.9848,275.5818,136.8272,114.2603,-17.08459,201.2481,68.18718,372.4832,263.2266,153.398,9.903879,16.25514,-157.0604,213.7825,678.6929,-340.33,125.4129,124.5534
2.598453,92.4862,33.4791,-28.53628,99.26864,251.7635,132.7989,124.1935,-6.371295,186.6251,67.90505,379.2015,256.8879,156.292,-7.554526,48.62751,-157.7231,208.6018,678.7918,-330.9152,118.9104,129.9127
2.66508,62.52802,45.46733,-31.74397,106.4413,253.7789,140.5802,113.5783,-28.35094,178.5645,66.35697,366.4158,256.799,150.9977,-12.45681,49.65469,-151.9514,180.4961,658.2099,-344.7322,107.5137,103.5712
