average_f1_score,odor,exp
0.7187085137085136,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7473504273504273,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.688937728937729,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.8236868686868686,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.6198124098124098,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7775757575757576,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7711111111111111,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7519408369408369,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.6892657342657342,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7633877233877234,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.6722766122766122,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7150000000000001,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7201787101787102,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7271445221445221,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7866161616161615,3,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5544949494949495,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5859018759018759,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.6282140082140082,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5464141414141415,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.502059851912793,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.47629148629148627,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.563961038961039,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.541082251082251,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.543098568098568,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5946825396825396,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.6122294372294371,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5815295815295815,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5821828171828172,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5336374736374736,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5265656565656565,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5235353535353535,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5712626262626262,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5193767343767344,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5452414252414253,4,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5746969696969697,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.4992857142857143,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5041791541791542,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5503030303030303,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.38534798534798537,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.40115440115440115,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.48138528138528136,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5401587301587301,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.4107142857142857,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.38812409812409815,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.43175213675213675,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5873160173160172,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.4652353202353202,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.510995670995671,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5337301587301587,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5682323232323232,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5373809523809523,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5265384615384615,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.5049206349206349,5,040723_A66Nt_tracesfeature_odorafcondition_3SECAFODORONSET
0.7305014430014429,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7444155844155844,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6994172494172494,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.700992340992341,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6598290598290598,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6896903096903098,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6770521145521146,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7052725052725053,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6631080031080031,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6952380952380952,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.5867256273138626,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6670321835027717,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7176448551448551,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6437087912087912,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6099056499056499,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6011199911199911,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6832226107226107,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7109002109002109,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6848162948162948,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.707976467976468,2,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6921428571428571,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6714285714285714,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7685281385281385,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7693650793650794,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7752741702741702,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6659523809523809,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7294011544011544,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.803888888888889,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6610317460317461,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6217643467643468,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7094444444444444,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7186002886002887,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7726190476190475,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.657954822954823,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7271717171717171,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.718986568986569,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7147907647907648,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7058119658119658,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7532828282828282,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7337590187590187,3,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.34949494949494947,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.2910606060606061,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.41833333333333333,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4537518037518037,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.36028860028860027,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.33580808080808083,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3446825396825397,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3374747474747474,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.27730880230880234,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4459090909090909,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.311441303794245,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.43971861471861473,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.432972582972583,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.43579365079365084,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.510143745143745,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.43582972582972584,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.44412698412698415,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.32571428571428573,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4228060828060828,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3590909090909091,4,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.45443722943722936,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4561471861471861,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.5463347763347763,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.36845543345543347,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4273698523698523,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.42666500166500165,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3211754911754912,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4448845598845598,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.28311688311688316,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3432412032412032,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4289393939393939,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4152713952713952,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.42693528693528693,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.37947330447330446,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3953624153624154,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.38708624708624706,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4333694083694084,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.38662337662337665,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4035714285714286,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4580741480741481,5,061523_A75L1_tracesfeature_odorafcondition_3SECAFODORONSET
0.856969696969697,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8098989898989899,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8123737373737374,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8446464646464646,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8352525252525252,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8539393939393939,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.727983682983683,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8238927738927739,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8319230769230769,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6865551115551115,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8618181818181817,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7701986901986901,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.761964146964147,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7535586635586636,2,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7908769008769009,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8063819513819513,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7496503496503497,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8244949494949495,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.753936618936619,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.750041625041625,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7407054057054057,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8462809412809413,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.6946336996336997,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.720986790986791,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7405427905427906,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7220562770562771,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7135497835497835,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.7223376623376623,3,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.43567821067821066,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.36044011544011545,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3307317682317682,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4051875901875902,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3443650793650794,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.2693795093795094,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.30715728715728713,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.35145021645021646,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3558008658008658,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.35967476967476963,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.45885225885225883,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.330981240981241,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.2706421356421357,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3262781662781663,4,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3500738150738151,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4228371628371629,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3575030525030525,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.3726040626040626,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.33903651903651905,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.35380952380952385,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.5455694305694305,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4218686868686869,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.48916971916971913,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.42752525252525253,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.5609523809523809,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.43944777444777444,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.4254867354867355,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.33744588744588744,5,100923_A88R1_tracesfeature_odorafcondition_3SECAFODORONSET
0.8042640692640692,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.8441630591630591,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7305772005772007,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7283261183261184,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7382539682539684,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.766002886002886,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5966378066378066,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.799992784992785,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6821284271284271,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.8062626262626263,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.8002564102564103,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.8099999999999999,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7967388167388167,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7372222222222222,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.8147979797979799,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7847186147186147,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7865367965367966,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.79,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.797972582972583,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7274963924963924,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7835858585858585,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7649494949494949,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7482539682539683,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7995887445887446,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.8541414141414142,2,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6945959595959597,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6514568764568764,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6761149961149961,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6572261072261072,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6385714285714286,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.684917304917305,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6971484071484071,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6753479853479853,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.598005328005328,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5733549783549783,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7021611721611721,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7269230769230769,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7714646464646464,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6721195471195471,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7195204795204796,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7622222222222222,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7583083583083583,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7515950715950716,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.7631313131313131,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.660003885003885,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6096969696969696,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6821467421467421,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6171428571428572,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6623593073593074,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6432217782217782,3,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5241258741258741,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.49459040959040956,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.47213347110405934,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.46939199689199695,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.41545986177565125,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5616161616161616,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.45779428088251617,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5906417112299465,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5403887778887778,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5383882783882784,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5621063576945929,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.568941058941059,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5506993006993006,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5363114663114663,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5501964701964701,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5638761238761238,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5415151515151515,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5757298257298257,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5445310245310245,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5958899433899434,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5840617715617715,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.490982350982351,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.476088486676722,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.6046520146520147,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.43339771339771344,4,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.45779942279942276,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.46641414141414134,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.4680586080586081,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.3410822510822511,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.4471428571428572,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.4805988455988456,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.37574314574314577,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.37835497835497833,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.44084415584415587,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.3596459096459096,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.45015873015873015,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.3914502164502165,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.4946320346320346,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.431023976023976,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.4105355755355755,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.5242352092352093,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.39574314574314573,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.4687301587301588,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.33481906981906984,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.46454212454212457,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.46025252525252525,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.564141414141414,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.47756132756132763,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.48402042402042406,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
0.3975246975246975,5,100923_A89Nt_tracesfeature_odorafcondition_25cells_3secafodoronset
