,odor,exp,f1_score
0,2,033023_A66Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.2104906204906205
1,2,060223_A75L1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.17564213564213565
2,2,072624_A134R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.21536241536241535
3,2,072624_A137Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.0507936507936508
4,2,100223_A88R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.640981240981241
5,2,100223_A89Nt_tracesfeature_odorbfcondition_3secondafodoronset,0.5805500055500055
6,2,102023_A94Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.6760067710067711
7,2,102023_A94R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.3894533244533244
8,3,033023_A66Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.18802308802308804
9,3,060223_A75L1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.17858585858585857
10,3,072624_A134R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.14045177045177046
11,3,072624_A137Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.15061771561771561
12,3,100223_A88R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.19423687423687425
13,3,100223_A89Nt_tracesfeature_odorbfcondition_3secondafodoronset,0.3756132756132756
14,3,102023_A94Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.3524242424242424
15,3,102023_A94R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.19113997113997114
16,4,033023_A66Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.302163277898572
17,4,060223_A75L1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.20671356421356418
18,4,072624_A134R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.13666053245000614
19,4,072624_A137Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.3767557932263815
20,4,100223_A88R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.40048340548340555
21,4,100223_A89Nt_tracesfeature_odorbfcondition_3secondafodoronset,0.30301587301587307
22,4,102023_A94Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.3276251526251526
23,4,102023_A94R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.34352092352092356
24,5,033023_A66Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.12070429570429571
25,5,060223_A75L1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.3401875901875902
26,5,072624_A134R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.07636363636363637
27,5,072624_A137Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.29476134976134977
28,5,100223_A88R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.1503846153846154
29,5,100223_A89Nt_tracesfeature_odorbfcondition_3secondafodoronset,0.36174242424242425
30,5,102023_A94Nt_tracesfeature_odorbfcondition_3SECAFODORONSET,0.3783942364824718
31,5,102023_A94R1_tracesfeature_odorbfcondition_3SECAFODORONSET,0.2454906204906205
