odor,mean,std
7,0.24502074314574315,0.07142932307137526
8,0.2246878121878122,0.05237012253784978
9,0.26820679320679325,0.0922165674545072
11,0.3410232537070772,0.10600189975329584
12,0.30166208791208793,0.10328185051439617
